patent_id,title,abstract,filing_date,year,tech_category
10000114,Truck cap with heavy duty mounting rack,"A frame can include front and back generally vertically and laterally extending frame members. The frame members can each have a generally trapezoidal configuration comprising a crossbeam portion extending generally laterally between two generally upwardly and laterally inwardly extending side leg portions. A rigid, non-collapsible shell can extend over the frame that is adapted to be supported on the truck body. The rigid, non-collapsible shell can include opposite side walls and a roof extending between the side walls. A plurality of posts can be attached to the frame through the roof, with each of the posts extending externally above the roof of the rigid, non-collapsible shell. A first rack can be attached to and can extend between at least two of the posts externally of the rigid, non-collapsible shell overlying the roof.",2018-06-19,2018,
10000115,Method of operating a transmission,"A method for operating a transmission, wherein the transmission is shifted from an original gear to a target gear, the method including: setting one of the shift elements located in a power flow of the transmission essentially load-free by use of an electric motor; opening the shift element essentially load-free in the first step; synchronizing a rotational speed between two shafts of the transmission by the electric motor or by a torque at the transmission input shaft, the two shafts to be connected in the target gear through a shift element not in the power flow of the transmission at the first step; and locking the shift element between the two shafts synchronized in the third step; wherein a change to a transmission ratio between the original gear and the target gear is greater than a change between the original gear and an adjacent gear.",2018-06-19,2018,
10000116,Fuel filling aperture opening and closing device,Disclosed is an opening and closing device including a closing member which is turned to an opening position by inserting a fuel-filling nozzle to open a fuel-filling aperture. The closing member includes a pair of flap bodies and a biasing device which positions each of the flap bodies in a closing position by a biasing force. The pair of flap bodies each includes a turning assembly portion as the center of the turning and an abutment portion with respect to the other flap body and is each configured to press its front surface portion against a hole edge portion of a passage hole of the fuel-filling nozzle by the biasing force and presses the abutment portion against the abutment portion of the other flap body.,2018-06-19,2018,
10000117,Filler neck closure assembly,A capless filler neck closure for use with a vehicle fuel tank filler neck is disclosed. The capless filler neck closure includes an outer dust cover and an inner closure door each movable from a closed position to an opened position in response to insertion of a fuel nozzle into the capless filler neck closure for refueling of an associated vehicle fuel tank.,2018-06-19,2018,
10000118,Clutch control device for four-wheel-drive vehicle,"A vehicle clutch control device is provided for switching from a two-wheel drive traveling to a four-wheel drive traveling. The vehicle clutch control device includes a dog clutch that separates a rear wheel drive from a front wheel drive by releasing the dog clutch, an electronically controlled coupling that distributes a driving force of a transverse engine to left and right rear wheels in accordance with a clutch connection capacity, and a four-wheel drive control unit. The four-wheel drive control unit switches the drive mode to one of a disconnect two-wheel drive mode in which the dog clutch and the electronically controlled coupling are released, a connect four-wheel drive mode in which the dog clutch and the electronically controlled coupling are engaged, and a stand-by two-wheel drive mode in which the dog clutch is engaged while the electronically controlled coupling is released.",2018-06-19,2018,
10000119,Constant velocity drive assembly,"A constant velocity driveline assembly comprises a tail housing assembly with a housing, at least two bearings inside the housing, and a first drive hub supported by the at least two bearings. The first drive hub may be substantially fixed longitudinally and configured to connect to an engine or transmission of the automobile. The assembly comprises a second drive hub configured to connect to a rear differential of the automobile. Each drive hubs may include a barrel portion and a mounting flange connected to an end of the barrel portion. The assembly includes a first constant velocity driveshaft joint configured to attach to the mounting flange of the first drive hub. The assembly includes a drive shaft having a first splined axial end coupled to the internal spline of the first constant velocity driveshaft joint. The assembly may include a second constant velocity driveshaft joint comprising internal splines to couple to a second splined axial end of the drive shaft to transmit torque, the second drive hub coupled to an external housing of the second constant velocity driveshaft joint.",2018-06-19,2018,
10000120,Work vehicle,The present invention is a work vehicle having a first operation tool which is rockable or movable in a front/back direction arranged on a one side of a driver's seat. A second operation tool is rockable or movable in the front/back direction and is arranged forward of the first operation tool. A third operation tool is depressible and is arranged between the first operation tool and the second operation tool in the front/back direction.,2018-06-19,2018,
10000121,Vehicle computer system with transparent display,The invention relates to a vehicle computer system. The vehicle computer system gathers data from a safety sensor to determine whether the proper safety conditions are present for the vehicle operator to interact with the vehicle computer system. A safety controller receives safety condition data gathered from the safety sensor and instructs the display manager to disable the display of information to the vehicle operator during unsafe operating conditions. The vehicle computer system advantageously employs a transparent display screen to provide greater field of vision of the vehicle operator than could be provided by a traditional display screen.,2018-06-19,2018,
10000122,Method for operating parallel auxiliary converters in a rail vehicle,"In a method for supplying an electrical load of a vehicle with electrical energy by auxiliary converters connected in parallel on the alternating-voltage side, a current flow between the auxiliary converters and a grounded N conductor of an energy supply network is interrupted in the presence a ground fault. The auxiliary converters connected in parallel on the alternating-voltage side are operated with fundamental-wave and pulse synchronicity. An energy supply system of a vehicle, in particular of a rail vehicle, performs this method, with the energy supply system including at least two auxiliary converters arranged in parallel, an energy supply network for supplying electrical loads, at least one switch for interrupting a current flow between the auxiliary converters and the energy supply network.",2018-06-19,2018,
10000123,Hybrid vehicle,"When such an abnormality that a battery voltage system voltage is brought into an overvoltage state during regenerative control of a motor occurs, a booster converter is shut down, a system main relay is brought into a non-arc state and turned off. Then, an engine is started when an operation of the engine is stopped. The booster converter is used to determine turning-off of the system main relay, and a battery-less travel is started thereafter. In this way, inconvenience that possibly occurs by starting the battery-less travel at a time when abnormality of the system main relay being stuck to be on occurs can be avoided.",2018-06-19,2018,
10000124,"Independent steering, power, torque control and transfer in vehicles","Systems, apparatus and methods to multiple levels of redundancy in torque steering control and propulsion control of an autonomous vehicle include determining that a powertrain unit of the autonomous vehicle is non-operational and disabling propulsion operation of the non-operational powertrain unit and implementing torque steering operation in another powertrain unit while propelling the autonomous vehicle using other powertrain units that are configured to implement torque steering operation and propulsion operation.",2018-06-19,2018,
10000125,Power supply apparatus and method for hybrid vehicle,Provided are a power supply apparatus and method for a hybrid vehicle. The power supply apparatus is integrated with a power conversion device and an energy storage device in order to reduce a size and production cost of the power supply apparatus and includes a battery unit including a plurality of battery cells configured to store different levels of power and a power control unit configured to control the battery unit to integrally or selectively output the power of the plurality of battery cells based on whether an engine of the hybrid vehicle generates power.,2018-06-19,2018,
10000126,Power-module assembly and method,"A power inverter includes a plurality of power modules that each have a frame defining a cavity, and a power stage disposed within the cavity. Each of the frames have a pair of engaging surfaces. The frames are arranged in a stack such that the engaging surfaces adjacent to each other abut. A plurality of seals are interleaved with the modules such that each of the seals is disposed between engaging surfaces of the frames abutting each other.",2018-06-19,2018,
10000127,Parallel charging and power supply system for pure electric vehicle,"A parallel charging and power supply system for a battery electric vehicle comprises a battery unit, a battery management system, a vehicle control unit, a motor controller and a motor, wherein a corresponding signal output end and a signal input end of the battery management system are respectively connected with a corresponding signal input end and a signal output end of the battery unit; the motor controller is respectively connected with a power output end of the battery unit, a power input end of the motor and a signal output end of the motor; a signal input end of the vehicle control unit is respectively connected with the corresponding signal output ends of the battery management system and the motor controller.",2018-06-19,2018,
10000128,Method and apparatus for parking lot metering using activation codes,"Embodiments of the present invention allow multi-space meters and gated parking systems to separately manage and control electric vehicle charging stations located in conjunction with parking spaces. Control is implemented by the meters or other management systems providing codes, for example by printing them on a parking pass or receipt. When entered into the electric vehicle charging station, the code initiates a predetermined interval of charging, or an interval of charging selected by the patron during a transaction with the meter. The code is typically a multi-digit number, and may be encrypted to resist fraud. Data representative of the receipt, including the code, may be made available from an online server and delivered to a parking patron's smartphone or other portable device, whereby parking and vehicle charging may be obtained without first visiting a parking management kiosk and then returning to the vehicle to initiate charging.",2018-06-19,2018,
10000129,Electric vehicle charging via grid and engine,"A vehicle includes an engine, a traction battery, a generator coupled to the engine and battery, and a controller. The controller may be configured to, in response to a current flowing from a battery charge station to the battery being less than a maximum charge current, a selection of a fast charge mode, and a temperature of the engine being less than a predetermined temperature, operate the engine to generate a supplemental current to charge the battery.",2018-06-19,2018,
10000130,Charging management system and method for charger of electric vehicle,"A charging management system (CMS) and a charging management method for a charger of an electric vehicle are provided. The CMS includes a charger grid micro-dispatching system (CGMS) module, a charger battery management system (CBMS) module, a charger vehicle-dispatching management system (CVMS) module, a charger network management system (CNMS) module, and a charger charging management system (CCMS) module. An intelligent safety redundant strategy and a fault recording strategy are introduced, and multiple related parameters of a battery management system (BMS) are built in the CBMS module, so as to realize an intelligent active protection during charging the electric vehicle. Meanwhile, through analyzing the BMS and characteristic data of a power battery, cooperating with the CCMS module, adopting a multi-dimension data analyzing and controlling strategy, and outputting an optimized flexible curve current based on battery charging, life time of the battery is lengthened.",2018-06-19,2018,
10000131,Systems for determining relative position and orientation of a vehicle with respect to a charging station,"A guidance system for a motor vehicle comprising: a controller, the controller being operable to determine whether a first length of cable is sufficiently long to allow a charging connection to be established between a motor vehicle and a charging station in dependence on data corresponding to a relative position and orientation of the vehicle with respect to the charging station; and output means for providing an output to a user indicating whether the cable is sufficiently long.",2018-06-19,2018,
10000132,Charging indicator light control,A present location of a host vehicle is determined. A processor detects that the host vehicle is connected to a charging station. A predetermined setting associated with the present location is accessed. A charging indicator light that indicates that the vehicle is connected to a charging station in accordance with the predetermined setting is actuated.,2018-06-19,2018,
10000133,Systems and methods for identifying an ideal operation frequency for wireless power transfer,"The present disclosure described herein relates to wireless power transfer systems and methods that efficiently and safely transfer power to electronic devices. In an aspect of the disclosure, a method for wirelessly transmitting power is provided. The method includes during a first time period, transmitting power at a first power level from a wireless power transmitter to the wireless power receiver. The method further includes determining a frequency for transmitting power at a second power level based on a ratio of a current level of the wireless power receiver to a current level of a wireless power transmitter at the first power level. The method further includes during a second time period, transmitting power at the second power level and at the frequency, the first power level lower than the second power level.",2018-06-19,2018,
10000134,Wireless charging system for charging vehicular battery,"A wireless charging system may be used to charge a battery in a vehicle via a receiving coil. The wireless charging system may include a coil charge device, a linear track, a linear motor, and a charge control module. The coil charge device includes a carriage and a transmitting coil positioned on the carriage. The linear track extends across a designated path. The coil charge device is positioned on and moveable along the linear track. The linear motor is operable to move the coil charge device along the linear track. The charge control module controls a position of the coil charge device along the designated path via the linear motor.",2018-06-19,2018,
10000135,Parking assist device,"A wireless power supply device includes a marker provided closer to a side where a vehicle enters when parked than a power transmission coil unit housing a power transmission coil. The marker includes at least two segments not parallel to each other, and an end portion of one segment is connected to another segment. The power transmission coil is separated by a predetermined distance from a point of intersection of the two segments in a direction in which the one segment extends.",2018-06-19,2018,
10000136,Vehicle and charging control method of the vehicle,"A charging control method of a vehicle includes setting a reserved charging, closing a first switch in an on-board charger (OBC) controller, measuring an input voltage at an input side of the OBC controller when an external charger supplies power when the first switch is closed, setting a charging start time based on the measured input voltage, and starting charging a battery when the charging start time is reached.",2018-06-19,2018,
10000137,Hybrid vehicle with means for disconnection of a depleted auxiliary battery in order to allow for more rapid main battery charging,"A sub DC/DC converter converts an output voltage of a charger into a level of an output of an auxiliary battery, and outputs the output voltage to a power supply line connected to a PLG-ECU and the auxiliary battery. A control unit interrupts a current path from the power supply line to the auxiliary battery when a voltage of the sub auxiliary battery is equal to or lower than a prescribed value.",2018-06-19,2018,
10000138,Cooling device of onboard secondary battery,"A cooling device of an onboard secondary battery, includes a housing that is provided in a vehicle, and houses a battery pack including a secondary battery and a case that covers the secondary battery, a blower that blows an air at an outside of the vehicle into the housing, a temperature determiner that determines whether or not an air temperature of the outside of the vehicle is lower than a temperature of the secondary battery, and a blow controller that drives the blower, when the temperature determiner determines that the air temperature of the outside of the vehicle is lower than the temperature of the secondary battery.",2018-06-19,2018,
10000139,Safety system of fuel cell vehicle and control method for the same,"Disclosed are a safety system of a fuel cell vehicle and a control method for the safety system. A safety system of a fuel cell vehicle using a fuel cell and a high voltage battery as a power source may include: a power switch disposed on a power wire connecting the power source and a power load to each other; an insulation resistance measuring device measuring an insulation resistance between the power wire and a chassis; and a controller controlling an operation of the power switch based on a measured insulation resistance measured by the insulation resistance measuring device. When the measured insulation resistance is equal to or less than a reference resistance, the controller enters a safe mode and the power switch is turned off to thereby block power supplied to the power load.",2018-06-19,2018,
10000140,Method of controlling air blower of fuel cell vehicle,"A method for controlling an air blower of a fuel cell vehicle includes operating the air blower with a low limit revolutions per minute (RPM), which is calculated based on a vehicle hill-climbing gradient during hill-climbing, without regenerative braking. Accordingly, when reacceleration and additional acceleration are required during hill climbing of the fuel cell vehicle, the fuel cell vehicle ensures high responsibility and launching characteristics.",2018-06-19,2018,
10000141,Method and system for controlling fuel cell vehicle,"A method and system for controlling a fuel cell vehicle are provided. The method includes determining, by a controller, a driving pattern of a driver based on driving information including acceleration and deceleration information. A condition for activation of an idling-stop of a fuel cell is then set based on the determined driving pattern and the fuel cell is stopped from generating electric energy when the condition for activation of the idling-stop is satisfied.",2018-06-19,2018,
10000142,Head and neck restraining system,"In a method of head and neck restraint the head of a subject is secured to a head and neck restraint assembly that limits movement of the head. In response to sudden force in a first direction, whereupon the head of the subject experiences a force in a second direction, the head and neck restraint assembly controls deceleration of the head in the second direction and avoids rebounding of the head after deceleration.",2018-06-19,2018,
10000143,Debris catching system for a child seat,"A debris catching system for positioning against a typical child seat used in vehicles uses a pair of panel members, each disposed against one of the sides of the child seat and cinched to the base of the child seat via a pair of strap systems with a third strap system stabilizing the panels against a medial section of a back member of the child seat. Each panel has one or more pockets to catch and hold debris therein with the panels and their pockets being made from a moisture impervious material. An optional panel can be attached to each of the above panels and slide with respect to such panels so as to be raisable to help block sun and other unwanted light from shining onto the occupant of the child seat.",2018-06-19,2018,
10000144,Hopper transportable in parts and assembly method,"Embodiments of the invention relate to hoppers for heavy trucks and, more particularly, to hoppers capable of being moved in parts and methods for assembly thereof. In some embodiments, such hoppers comprise a front part, a hood in two parts, two side front parts, two intermediate side sections, two side floor sections, two central floor sections, base plates being joined by welds and secondary joints joined by bolted flanges.",2018-06-19,2018,
10000145,Air bag system for lifting trailer platforms,"The application discloses integrated air suspension and platform lifting systems that utilize an existing air supply for lifting one or more platforms installed in a trailer or hauling vehicle. An apparatus for lifting a rear gate or platform of a trailer or a hauling vehicle is disclosed that includes an actuating mechanism operable to pivot the platform between a lowered position (e.g., where the end of the platform is in contact with the ground) and a range of raised positions (e.g., where the platform is raised to meet an elevated platform such as a loading dock). The lifting mechanisms for raising and lowering the platform(s) may utilize a pressurized gas supply from a compressor. In some embodiments, the lifting mechanism may be supplied with pressurized air from a compressor of a brake system of a tractor. In some embodiments a separate locking mechanism is provided to hold the platform in place after the lifting system has moved it into a desired position.",2018-06-19,2018,
10000146,Adjustable and collapsible apparatus for loading and unloading pickup truck cargo beds,"A loading apparatus for a tailgate-equipped cargo bed of a pickup truck features a cargo bed platform assembly, and a tailgate platform assembly pivotally connected to the rear end of the cargo bed platform assembly. The tailgate platform assembly is pivotable relative to the cargo bed platform assembly between a stowed position overlying the cargo bed platform assembly and a deployed position forming a rearward extension of the cargo bed platform. Between uses, the tailgate platform is storable in the cargo bed in a secured manner behind a closed tailgate. When needed, the tailgate is opened and the tailgate platform is folded down onto the open tailgate. An overall effective length of the apparatus is adjustable to fit different cargo bed sizes by extension of retraction of a longitudinal adjustment member that extends forwardly from the cargo bed platform to abutting against a front wall of the cargo bed.",2018-06-19,2018,
10000147,Retractable recreational vehicle skirting,"A retractable recreational vehicle skirting. The skirting includes brackets configured to secure to a recreational vehicle (RV). The present invention further includes an elongated roller rod having a first end, a second end and a rounded sidewall. The first end and the second end are secured to the brackets so that the elongated roller rod rotates relative to the brackets about a longitudinal axis. The present invention further includes a skirt having an upper edge, a lower edge, a first side edge and a second side edge. The upper edge is coupled to the rounded sidewall of the elongated roller rod.",2018-06-19,2018,
10000148,Strap winding apparatus and method,"A strap winding apparatus consisting of three separate components that are formed in individual molds from a material that will exhibit some elasticity when joining the components together, which components include a crank, drum and U-shaped frame, where the crank includes a straight body with a handle extending outwardly from one end, and with the other body end formed with a pivot for fitting into a drum end that includes a longitudinal slot with a crossing round hole that the crank body pivot end is fitted into to provide a pivot coupling that allows the handle to pivot around the drum end, and the drum opposite end is arranged for fitting through aligned holes formed through first and second sides of the U-shaped frame forming a pivot coupling in the second side hole that allows for turning of the crank to wind a cargo strap onto the drum, and includes a wedge and/or a flat section of a double backed adhesive for mounting a web of the U-shaped frame onto a mounting plate of a cargo strap tightener or onto a cargo strap.",2018-06-19,2018,
10000149,Container-securing device,"A container-securing device is provided. A main body of the container-securing device is detachably/attachably supported on a cargo bed yet movement of the main body is restricted in any direction within the horizontal plane. The container-securing device 1 includes a socket 3 which is fixed onto the cargo bed; and a main body 2 which is fixed into the socket 3 to fix a container: The main body 2 has its lower region formed with projections 22b extending horizontally; and the socket 3 has a storage space 31 to store the projections 22b, a first restrictor 32 around the storage space 31 which allows rotation of the projections 22b within a horizontal plane but restricts other movement thereof in any direction within the horizontal plane, an opening 33 which communicates with the storage space 31 and allows the projections 22b to be inserted through, and a second restrictor 34 around the opening 33 which restricts movement of the projections 22b in the vertical direction.",2018-06-19,2018,
10000150,Lighting circuit and vehicle lamp,"A lighting circuit drives a light source including plural light emitting elements and includes a bypass switch circuit which includes plural bypass switches connected in parallel with the plural light emitting elements, a boost converter which boosts a power supply voltage to generate a direct current voltage stabilized at a variable target voltage, a buck converter which receives the direct current voltage to supply a driving current stabilized at a target current to the light source and which includes a hysteresis controller configured to stabilize the driving current between a peak value and a bottom value and to change a difference between the peak value and the bottom value such a switching frequency of the buck converter approaches a constant value, and a voltage adjusting circuit which is configured to dynamically change the target voltage of the boost converter according to an output voltage of the buck converter.",2018-06-19,2018,
10000151,Motor vehicle lighting device,"A lighting device for a motor vehicle. The device comprises      The wall comprises a reflecting zone having light reflection properties, and formed facing the first light source, such that the first light source is able to generate a light beam passing through the wall, that is propagated outside the lighting device before being reflected on the reflecting zone of the wall to generate an apparent lighting from the wall.",2018-06-19,2018,
10000152,External audio alert system and method for vehicular use,"In embodiments of the present invention, an Alert Controller coupled to an Internal Digital Communication System (“IDCS”) of a vehicle monitors vehicle states based on messages received over the IDCS and generates audio alerts projected external to the vehicle based on the vehicle states. Multiple vehicle states may be defined, with each vehicle state associated with receipt of one or more types of messages in a particular sequence and/or within a particular timeframe. Different audio alerts may be assigned to different vehicle states. The audio alerts may be customizable such as by the vehicle manufacturer and/or vehicle owner/operator. An alert selection interface may be provided in the vehicle for user-selection of audio alerts.",2018-06-19,2018,
10000153,System for object indication on a vehicle display and method thereof,"Presence of an object can be indicated on a display of a vehicle. Multiple indicators can be displayed on the display of the vehicle, where each indicator corresponds to one of multiple portions of a drawing area associated with the display. Presence of the object can be detected within a travel direction of the vehicle. Location information of the object can be associated with one of the multiple portions of the drawing area. One of the multiple indicators that corresponds to the one of the multiple portions of the drawing area can be highlighted on the display as an alert of the presence of the object.",2018-06-19,2018,
10000154,Vehicle camera system having live video indication,A vehicle display displays a camera video having an indicator. The indicator is static on the display while the camera video is frozen on the display thereby notifying a viewer that the camera video is frozen and the indicator is dynamic on the display while the camera video is live on the display.,2018-06-19,2018,
10000155,Method and device for reproducing a lateral and/or rear surrounding area of a vehicle,"A method and a device are for detecting and reproducing a lateral and/or rear surrounding area of a vehicle with a trailer, so that the driver can monitor the surrounding area. The surrounding area is detected by at least one image capturing device which produces image data of the surrounding area. The image data is reproduced by at least one image reproducing device arranged in a field of vision of the vehicle driver. A characteristic of the reproduced image section is adapted dependent on an alignment of the trailer relative to the vehicle.",2018-06-19,2018,
10000156,Vehicle mirror mount assembly,"An interior rearview mirror assembly for a vehicle includes a mirror head, a mounting member and an attachment member. The mirror head includes a mirror casing and a reflective element. The mounting member includes an upper portion configured to mount at an interior structure of a vehicle. The attachment member includes a connection portion and a pivot element protruding from the connection portion. The attachment member is disposed at a lower portion of the mounting member. The mirror head is configured to adjustably attach at the pivot element. The mounting member is formed of a polymeric material, and at least the connection portion of the attachment member is formed of a metallic material. The connection portion of the attachment member may be insert molded in the lower portion of the mounting member.",2018-06-19,2018,
10000157,Controlling dimming of mirrors or displays using dual-function lighting,"A vehicle is disclosed. The vehicle includes a first indicator light associated with a first function or a first state of the vehicle (e.g., a brake light), and circuitry coupled to the first indicator light. The circuitry is configured to cause the first indicator light to emit light when the vehicle is performing the first function or is operating in the first state, and detect an amount of light incident on the first indicator light. Thus, the indicator light can be used to detect incoming light to perform various vehicle functions (e.g., automatically dimming mirrors based on the incoming light) without the need for a dedicated light sensor.",2018-06-19,2018,
10000158,Bag for storing and holding electronic and non-electronic items,"A bag for storing and holding electronic and non-electronic items upon the passenger seat of a vehicle is a fabric accessory holder that opens to resemble an open rectangular tray having short sidewalls with multiple interior accessory pockets each having closures, and a coffee cup holder mounted on the inside bottom. A stiffener is used to provide some rigidity to the base and the sidewalls. The sides pull together with closures such as zippers into a domed top with handles for carrying.",2018-06-19,2018,
10000159,Storage bin system for a motor vehicle,"A storage bin system is provided for a motor vehicle. That storage bin system includes a first cargo compartment sidewall having a first storage cavity with a first rearwardly oriented access opening. Further, the storage bin system includes a first removable storage bin received and held in the first storage cavity.",2018-06-19,2018,
10000160,Vehicle article carrier with integrated camera and solar powered lighting,"A vehicle article carrier system is disclosed for carrying articles above an outer body surface of a vehicle. The system may incorporate at least one support rail secured to the outer body surface. The support rail may have a support foot portion at each of its opposite ends, with each support foot portion secured to the outer body surface of the vehicle. A sensor may be mounted on the at least one support rail or one of the support feet portions for sensing a characteristic within a field of view around the vehicle and providing related information to a subsystem of the vehicle.",2018-06-19,2018,
10000161,Mounting structure for truck box side,"A vehicle includes a box, a plate and a compartment. The box is attached to a cab at a headboard and includes two sidewalls extending perpendicularly from the headboard and a bed. The plate is secured to either of the sidewalls and defines a groove keyed to receive a cleat configured to lock within the groove. The compartment is locked to the sidewall via the cleat and has an insert configured to slide out of the compartment, parallel to the sidewall on a track and roller. The insert includes a lock to maintain a position of the insert within the compartment.",2018-06-19,2018,
10000162,"Speaker device for vehicle, and vehicle having the speaker device","A speaker device for a vehicle includes a speaker unit, an enclosure mounted to a vehicle body accommodating the speaker unit, and provided with an inner space which is divided into a front space into which a front sound of the speaker unit is radiated and a rear space into which a rear sound of the speaker unit is radiated by a division member, a first path connecting the front space to a first division space provided in the vehicle body, a second path connecting the rear space to a second division space provided in the vehicle body, and a front sound outlet connecting the front space to an indoor space of the vehicle.",2018-06-19,2018,
10000163,Apparatus and method for restoring a camera mounting to a calibrated position,Various examples of an apparatus for mounting a camera on a vehicle are disclosed. The apparatus includes a first bracket having a first end configured for attaching to a camera and a second end configured for mounting to a vehicle and a second bracket separate from the first bracket configured for holding the camera in a calibrated position. The second bracket is capable of deforming upon an impact to the apparatus and returning the camera to a calibrated position upon replacement.,2018-06-19,2018,
10000164,Vehicle camera peripheral,"A vehicle camera peripheral. It has a frame having a surface for supporting a license plate, at least one compartment for containing a battery and a circuit board having a wireless transmitter and video transmission circuitry, the compartment provided in the frame and positioned behind the license plate supporting surface, a camera mounted to the frame and connected to the circuit board, and a mounting for connecting the frame to existing license plate fastening devices of a vehicle.",2018-06-19,2018,
10000165,Pickup truck mounted toolbox,"A pickup truck toolbox can be mounted to the bed side rails by a variety of interchangeable feet rather than arms and may sit above the bed, thus allowing use of the full volume of the bed, for example for 4′×8′ sheets of building material. It may have a rear view tunnel through it either top or bottom, whereby the driver may use normally the rear view mirror, and may have a Liddy light valley across the top, whereby the brake light will remain visible. A bed light or rear view camera may be employed as well. A fairing may be employed to improve fuel efficiency.",2018-06-19,2018,
10000166,Scoop for a water container built into the dividing wall,"An arrangement for a motor vehicle including a dividing wall disposed between an engine compartment and a passenger compartment of the vehicle, a water container to collect the water running over the windscreen of the vehicle, and at least one collector to collect an overflow of water contained in the water container. The at least one collector is made up of a component forming an integral part of the dividing wall.",2018-06-19,2018,
10000167,Wire harness,"A wire harness includes a cable unit, and an indicator is provided on a back surface portion of an outer circumference surface of the cable unit, the back surface portion being positioned on an opposite side to a front surface portion that is visually recognizable from a direction in which the wire harness is visually recognizable to a worker in a state in which the cable unit is attached to a vehicle.",2018-06-19,2018,
10000168,Vehicle electrical system and method for operating a vehicle electrical system,"A vehicle electrical system includes a first system branch with a first nominal voltage U1, a second system branch with a second nominal voltage U2, at least one DC/DC converter configured to transmit energy between the first and second system branches, a first actuating unit to actuate the DC/DC converter(s), a first detection unit to detect an instantaneous voltage Uact,1 of the first system branch, and a comparison unit to compare the detected instantaneous voltage Uact,1 to a first upper voltage threshold value Uo,1 and to a first lower voltage threshold value Uu,1, wherein Uu,1<U1<Uo,1. The first actuating unit actuates the DC/DC converter(s) such that energy is transmitted from the first system branch to the second system branch if Uact,1>Uo,1, and such that energy is transmitted from the second system branch to the first system branch if Uact,1<Uu,1.",2018-06-19,2018,
10000169,"Power control apparatus, vehicle having the same, and method of controlling vehicle","A power control apparatus, a vehicle having the same, and a method of controlling the vehicle are provided. The power control apparatus includes a communication unit that is configured to receive a request message related to a power setting via a communication network in a vehicle and a determination unit that is configured to determine a power condition based on the request message related to the power setting. Additionally, an application controller is configured to execute an application of power supplied from at least one among a battery and an alternator power supply based on a result of the determination.",2018-06-19,2018,
10000170,Bumper beam with embossed cover,"A bumper beam is comprised of a hat-shaped profile (11) with a cover (12). The cover faces outward from the vehicle and has vertical depressions (21) at the locations of the fastening portions (18, 19) of the bumper beam, as well as horizontal depressions between said fastening portions. The sides (14, 15) of the hat-shaped profile have depressions directed in the longitudinal direction of the vehicle.",2018-06-19,2018,
10000171,Vehicle energy-absorbing device,"An energy-absorbing device includes a beam having a longitudinal axis and a plurality of lobes attached to and positioned sequentially along the beam. The lobes are spaced from each other, deformable relative to the beam, and configured to contact adjacent lobes when deformed. The size and spacing of the lobes is such that if a single lobe is deformed, the lobe will not contact adjacent lobes, but if adjacent lobes are deformed, the lobes will contact each other.",2018-06-19,2018,
10000172,Detecting hazards in anticipation of opening vehicle doors,"The present invention extends to methods, systems, and computer program products for detecting hazards in anticipation of opening vehicle doors. Vehicle sensors (e.g., rear viewing cameras) can be used to detect and classify traffic, for example, as pedestrians, bicyclists, skateboarders, roller skaters, wheel chair, etc., approaching on the side of a vehicle. When there is a possibility of a vehicle occupant opening a door into approaching traffic, a warning can be issued in the vehicle cabin to alert vehicle occupants of the approaching traffic. In one aspect, a vehicle prevents a door from opening if opening the door would likely cause an accident.",2018-06-19,2018,
10000174,Head protection airbag device,"In a head protection airbag device equipped with an airbag, a boundary closing portion is disposed between a main inflation portion and an end-side inflation portion of the airbag at the time of completion of inflation so as to partition the main inflation portion and the end-side inflation portion; the boundary closing portion is provided with a distribution port that is configured to allow the inflating gas from the main inflation portion to flow to the end-side inflation portion, between the upper edge and the lower edge of the peripheral portion; and the boundary closing portion is equipped with a vertical closing portion disposed along a substantially vertical direction on the lower side, and an inclined closing portion that extends in an obliquely upward direction of the main inflation portion from the vicinity of the upper end of the vertical closing portion.",2018-06-19,2018,
10000175,Driver airbag cover with emblem,"A side airbag cover (20) having a top surface (22) upon which can be positioned a decorative emblem (30), the top surface (20) and emblem (30) are configured to break when subjected to a determinable force pressuring on an undersurface (25) of the cover (20), the undersurface (25) including a tear seam (40) which breaks when subjected to a determinable pressure or load, the emblem (30) having its own tear seam (50), wherein the emblem tear seam (50) is displaced laterally relative to an adjacent portion of the tear seam (40).",2018-06-19,2018,
10000176,Vehicle seat part,A vehicle seat part has a cover with a tear seam and an airbag module with an airbag and a force concentrator. The force concentrator partially surrounds the airbag. The concentrator has two end regions connected to the cover adjacent to and on opposing sides of the tear seam. One of the end regions is connected to the cover at a plurality of connecting portions spaced apart from one another.,2018-06-19,2018,
10000177,Airbag module,An airbag module for protecting an occupant of a vehicle. The module includes an airbag and an inflator for providing inflation gas for the airbag. A diffuser is positioned in the airbag and configured to direct the flow of inflation gas into the airbag. The diffuser includes a main panel and a deflector panel connected together. The diffuser is configured to provide for first and second flow paths for inflation gas to exit diffuser and flow into the cushion. The main panel is folded along a fold line to create two folded portions and the deflector panel is located within the connected folded portions. The deflector panel is located in the first flow path and extends beyond the folded portions of the main panel. The extending portion of the deflector panel forces the inflation gas to change direction.,2018-06-19,2018,
10000178,Vehicle curtain airbag device,"A vehicle curtain airbag device that includes: front and rear main chambers that receive gas supplied from an inflator, and that inflate and deploy between respective positions of heads of a front seat occupant and a rear seat occupant, and a side section of a vehicle body; and a delay chamber that is provided spanning between the front and rear main chambers, and that is only supplied with gas through a gas supply opening formed at a boundary between the delay chamber and the main chamber on a front side.",2018-06-19,2018,
